,0
3894," skin_rash, high_fever, blister/nIt might be Impetigo"
3895,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3896," continuous_sneezing, shivering, chills/nIt might be Allergy"
3897," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3898,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3899,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3900," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3901," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3902," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3903," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3904," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3905," headache, chest_pain, dizziness/nIt might be Hypertension "
3906," acidity, indigestion, headache/nIt might be Migraine"
3907," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3908," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3909,"itching, vomiting, fatigue/nIt might be Jaundice"
3910," chills, vomiting, high_fever/nIt might be Malaria"
3911,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3912," skin_rash, chills, joint_pain/nIt might be Dengue"
3913," chills, vomiting, fatigue/nIt might be Typhoid"
3914," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3915,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3916," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3917," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3918," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3919," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3920," chills, vomiting, fatigue/nIt might be Tuberculosis"
3921," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3922," chills, fatigue, cough/nIt might be Pneumonia"
3923," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3924," vomiting, breathlessness, sweating/nIt might be Heart attack"
3925," fatigue, cramps, bruising/nIt might be Varicose veins"
3926," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3927," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3928," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3929," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3930," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3931," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3932," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3933," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3934," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3935," skin_rash, high_fever, blister/nIt might be Impetigo"
3936,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3937," continuous_sneezing, shivering, chills/nIt might be Allergy"
3938," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3939,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3940,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3941," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3942," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3943," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3944," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3945," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3946," headache, chest_pain, dizziness/nIt might be Hypertension "
3947," acidity, indigestion, headache/nIt might be Migraine"
3948," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3949," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3950,"itching, vomiting, fatigue/nIt might be Jaundice"
3951," chills, vomiting, high_fever/nIt might be Malaria"
3952,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3953," skin_rash, chills, joint_pain/nIt might be Dengue"
3954," chills, vomiting, fatigue/nIt might be Typhoid"
3955," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3956,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3957," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3958," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3959," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3960," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3961," chills, vomiting, fatigue/nIt might be Tuberculosis"
3962," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3963," chills, fatigue, cough/nIt might be Pneumonia"
3964," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3965," vomiting, breathlessness, sweating/nIt might be Heart attack"
3966," fatigue, cramps, bruising/nIt might be Varicose veins"
3967," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3968," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3969," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3970," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3971," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3972," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3973," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3974," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3975," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3976," skin_rash, high_fever, blister/nIt might be Impetigo"
3977,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3978," continuous_sneezing, shivering, chills/nIt might be Allergy"
3979," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3980,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3981,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3982," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3983," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3984," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3985," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3986," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3987," headache, chest_pain, dizziness/nIt might be Hypertension "
3988," acidity, indigestion, headache/nIt might be Migraine"
3989," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3990," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3991,"itching, vomiting, fatigue/nIt might be Jaundice"
3992," chills, vomiting, high_fever/nIt might be Malaria"
3993,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3994," skin_rash, chills, joint_pain/nIt might be Dengue"
3995," chills, vomiting, fatigue/nIt might be Typhoid"
3996," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3997,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3998," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3999," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4000," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4001," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4002," chills, vomiting, fatigue/nIt might be Tuberculosis"
4003," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4004," chills, fatigue, cough/nIt might be Pneumonia"
4005," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4006," vomiting, breathlessness, sweating/nIt might be Heart attack"
4007," fatigue, cramps, bruising/nIt might be Varicose veins"
4008," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4009," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4010," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4011," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4012," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4013," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4014," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4015," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4016," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4017," skin_rash, high_fever, blister/nIt might be Impetigo"
4018,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4019," continuous_sneezing, shivering, chills/nIt might be Allergy"
4020," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4021,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4022,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4023," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4024," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4025," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4026," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4027," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4028," headache, chest_pain, dizziness/nIt might be Hypertension "
4029," acidity, indigestion, headache/nIt might be Migraine"
4030," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4031," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4032,"itching, vomiting, fatigue/nIt might be Jaundice"
4033," chills, vomiting, high_fever/nIt might be Malaria"
4034,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4035," skin_rash, chills, joint_pain/nIt might be Dengue"
4036," chills, vomiting, fatigue/nIt might be Typhoid"
4037," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4038,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4039," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4040," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4041," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4042," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4043," chills, vomiting, fatigue/nIt might be Tuberculosis"
4044," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4045," chills, fatigue, cough/nIt might be Pneumonia"
4046," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4047," vomiting, breathlessness, sweating/nIt might be Heart attack"
4048," fatigue, cramps, bruising/nIt might be Varicose veins"
4049," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4050," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4051," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4052," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4053," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4054," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4055," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4056," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4057," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4058," skin_rash, high_fever, blister/nIt might be Impetigo"
4059,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4060," continuous_sneezing, shivering, chills/nIt might be Allergy"
4061," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4062,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4063,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4064," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4065," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4066," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4067," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4068," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4069," headache, chest_pain, dizziness/nIt might be Hypertension "
4070," acidity, indigestion, headache/nIt might be Migraine"
4071," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4072," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4073,"itching, vomiting, fatigue/nIt might be Jaundice"
4074," chills, vomiting, high_fever/nIt might be Malaria"
4075,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4076," skin_rash, chills, joint_pain/nIt might be Dengue"
4077," chills, vomiting, fatigue/nIt might be Typhoid"
4078," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4079,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4080," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4081," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4082," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4083," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4084," chills, vomiting, fatigue/nIt might be Tuberculosis"
4085," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4086," chills, fatigue, cough/nIt might be Pneumonia"
4087," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4088," vomiting, breathlessness, sweating/nIt might be Heart attack"
4089," fatigue, cramps, bruising/nIt might be Varicose veins"
4090," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4091," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4092," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4093," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4094," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4095," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4096," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4097," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4098," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4099," skin_rash, high_fever, blister/nIt might be Impetigo"
4100,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4101," continuous_sneezing, shivering, chills/nIt might be Allergy"
4102," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4103,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4104,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4105," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4106," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4107," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4108," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4109," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4110," headache, chest_pain, dizziness/nIt might be Hypertension "
4111," acidity, indigestion, headache/nIt might be Migraine"
4112," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4113," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4114,"itching, vomiting, fatigue/nIt might be Jaundice"
4115," chills, vomiting, high_fever/nIt might be Malaria"
4116,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4117," skin_rash, chills, joint_pain/nIt might be Dengue"
4118," chills, vomiting, fatigue/nIt might be Typhoid"
4119," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4120,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4121," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4122," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4123," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4124," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4125," chills, vomiting, fatigue/nIt might be Tuberculosis"
4126," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4127," chills, fatigue, cough/nIt might be Pneumonia"
4128," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4129," vomiting, breathlessness, sweating/nIt might be Heart attack"
4130," fatigue, cramps, bruising/nIt might be Varicose veins"
4131," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4132," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4133," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4134," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4135," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4136," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4137," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4138," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4139," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4140," skin_rash, high_fever, blister/nIt might be Impetigo"
4141,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4142," continuous_sneezing, shivering, chills/nIt might be Allergy"
4143," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4144,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4145,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4146," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4147," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4148," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4149," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4150," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4151," headache, chest_pain, dizziness/nIt might be Hypertension "
4152," acidity, indigestion, headache/nIt might be Migraine"
4153," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4154," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4155,"itching, vomiting, fatigue/nIt might be Jaundice"
4156," chills, vomiting, high_fever/nIt might be Malaria"
4157,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4158," skin_rash, chills, joint_pain/nIt might be Dengue"
4159," chills, vomiting, fatigue/nIt might be Typhoid"
4160," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4161,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4162," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4163," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4164," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4165," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4166," chills, vomiting, fatigue/nIt might be Tuberculosis"
4167," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4168," chills, fatigue, cough/nIt might be Pneumonia"
4169," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4170," vomiting, breathlessness, sweating/nIt might be Heart attack"
4171," fatigue, cramps, bruising/nIt might be Varicose veins"
4172," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4173," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4174," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4175," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4176," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4177," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4178," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4179," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4180," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4181," skin_rash, high_fever, blister/nIt might be Impetigo"
4182,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4183," continuous_sneezing, shivering, chills/nIt might be Allergy"
4184," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4185,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4186,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4187," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4188," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4189," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4190," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4191," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4192," headache, chest_pain, dizziness/nIt might be Hypertension "
4193," acidity, indigestion, headache/nIt might be Migraine"
4194," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4195," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4196,"itching, vomiting, fatigue/nIt might be Jaundice"
4197," chills, vomiting, high_fever/nIt might be Malaria"
4198,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4199," skin_rash, chills, joint_pain/nIt might be Dengue"
4200," chills, vomiting, fatigue/nIt might be Typhoid"
4201," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4202,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4203," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4204," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4205," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4206," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4207," chills, vomiting, fatigue/nIt might be Tuberculosis"
4208," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4209," chills, fatigue, cough/nIt might be Pneumonia"
4210," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4211," vomiting, breathlessness, sweating/nIt might be Heart attack"
4212," fatigue, cramps, bruising/nIt might be Varicose veins"
4213," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4214," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4215," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4216," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4217," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4218," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4219," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4220," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4221," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4222," skin_rash, high_fever, blister/nIt might be Impetigo"
4223,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4224," continuous_sneezing, shivering, chills/nIt might be Allergy"
4225," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4226,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4227,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4228," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4229," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4230," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4231," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4232," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4233," headache, chest_pain, dizziness/nIt might be Hypertension "
4234," acidity, indigestion, headache/nIt might be Migraine"
4235," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4236," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4237,"itching, vomiting, fatigue/nIt might be Jaundice"
4238," chills, vomiting, high_fever/nIt might be Malaria"
4239,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4240," skin_rash, chills, joint_pain/nIt might be Dengue"
4241," chills, vomiting, fatigue/nIt might be Typhoid"
4242," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4243,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4244," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4245," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4246," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4247," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4248," chills, vomiting, fatigue/nIt might be Tuberculosis"
4249," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4250," chills, fatigue, cough/nIt might be Pneumonia"
4251," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4252," vomiting, breathlessness, sweating/nIt might be Heart attack"
4253," fatigue, cramps, bruising/nIt might be Varicose veins"
4254," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4255," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4256," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4257," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4258," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4259," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4260," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
4261," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
4262," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
4263," skin_rash, high_fever, blister/nIt might be Impetigo"
4264,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
4265," continuous_sneezing, shivering, chills/nIt might be Allergy"
4266," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
4267,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
4268,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
4269," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
4270," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
4271," fatigue, weight_loss, restlessness/nIt might be Diabetes "
4272," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
4273," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
4274," headache, chest_pain, dizziness/nIt might be Hypertension "
4275," acidity, indigestion, headache/nIt might be Migraine"
4276," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
4277," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
4278,"itching, vomiting, fatigue/nIt might be Jaundice"
4279," chills, vomiting, high_fever/nIt might be Malaria"
4280,"itching, skin_rash, fatigue/nIt might be Chicken pox"
4281," skin_rash, chills, joint_pain/nIt might be Dengue"
4282," chills, vomiting, fatigue/nIt might be Typhoid"
4283," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
4284,"itching, fatigue, lethargy/nIt might be Hepatitis B"
4285," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
4286," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
4287," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
4288," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
4289," chills, vomiting, fatigue/nIt might be Tuberculosis"
4290," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
4291," chills, fatigue, cough/nIt might be Pneumonia"
4292," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
4293," vomiting, breathlessness, sweating/nIt might be Heart attack"
4294," fatigue, cramps, bruising/nIt might be Varicose veins"
4295," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
4296," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
4297," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
4298," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
4299," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
4300," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
4301," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
